芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
巴 美保子,ともえ みほこ,3月14日,大阪府,樟蔭高等女学校,,,娘役,1945年,高千穂交易創業社長・鍵谷武雄夫人
盾津 郷子,たてつ さとこ,,,,,,,1943年,
秋月 妙子,あきづき たえこ,,,,,,,1940年,
磯路 明美,いそじ あけみ,,,,,,,1946年,改名後・春里明美（はるさと あけみ）
稚乃宮 匂子,ちのみや におこ,3月19日,,,,稻さん,,1944年,改名後・稚之花匂子（ちのはな におこ）梅田コマ劇場社長・伊藤邦輔夫人
白羽 通子,しらは みちこ,,,,,,,1944年,
神風 五十鈴,かみかぜ いすず,,,,,,,1945年,改名後・朝風いすヾ（あさかぜ いすず）
美南 久瑠壽,みなみ くるす,,,,,,,1940年,
光 明子,ひかり あきこ,,,,,,,1940年,
千草 順子,ちぐさ じゅんこ,,,,,,,1946年,
扇町 華子,おうぎまち はなこ,,,,,ベッちゃん,,1943年,改名後・扇華子（おうぎ はなこ）
不二 令子,ふじ れいこ,,,,,,,1941年,
畷 克美,なわて かつみ,1月19日,大阪府大阪市,,四条畷に因む,ウエさん,娘役,1963年,
草香 みゆき,くさか みゆき,,,,,,,1944年,
香月 照子,かづき てるこ,,福井県敦賀市,,,,,1943年,
梓 弓子,あずさ ゆみこ,,,,知人が考案,,,1938年,
稲葉 明子,いなば あきこ,,,,,,,1938年,
宇佐美 圭子,うさみ けいこ,,,,,,,1938年,
雲邊 美禰子,くもべ みねこ,,,,,,,1938年,
白良 まこと,しらら まこと,,,,,,,1938年,
はるな 不二子,はるな ふじこ,,,,,,,1946年,改名後・榛名不二子（はるな ふじこ）
夢野 千枝子,ゆめの ちえこ,,,,,,,1938年,
秋田 いほり,あきた いほり,,,,,,,1940年,
花園 真咲,はなぞの まさき,,,,,,,1940年,
黒木 ひかる,くろき ひかる,3月12日,東京都,阿倍野高等女学校,父親が命名,アンナモトさんアナちゃん,男役,1969年,俳優俳優・曾我廼家明蝶夫人
三室 潤子,みむろ じゅんこ,,,,,,,1940年,
淡路 通子,あわじ みちこ,2月28日,兵庫県宝塚市,宝塚,百人一首,おふくちゃんおふくろさん,娘役,1984年,宝塚歌劇団演技講師
五色丸 和子,ごしきまる かずこ,,,,,,,1943年,
千賀 陽子,ちが ようこ,,,,,,,1940年,
高輪 三津子,たかなわ みつこ,,,,,,,1943年,
高山 登,たかやま のぼる,,,,,,,1942年,
月 春子,つき はるこ,,,,,,,1944年,
代々木 ゆかり,よよぎ ゆかり,,,,,,,1944年,元読売ジャイアンツ監督・川上哲治夫人息子・川上貴光（作家）伯母は高砂松子・神代錦
千早 成子,ちはや せいこ,,,,,,,1940年,
櫻川 綾子,さくらがわ あやこ,,,,,,,1940年,
雲路 浪子,くもじ なみこ,,,,,,,1939年,在団中に逝去
興津 園子,おきつ そのこ,,,,,,,1940年,
一宮 芳香,いちのみや よしか,,,,,,,1938年,
音羽 菊美,おとわ きくみ,3月1日,香川県仲多度郡多度津町,,,,男役,1938年,
神守 勝子,かみもり かつこ,,,,,,,1944年,改名後・桂圭子（かつら けいこ）
大御代 嘉子,おおみよ としこ,,東京都,,,マツ,,1944年,改名後・佳川陽子（かがわ ようこ）
摂津 文子,せっつ ふみこ,,,,,,,1940年,
月城 峰子,つきしろ みねこ,,,,,,,1941年,
波江 輝子,なみえ てるこ,,,,,,,1938年,
春海 久子,はるみ ひさこ,,,,,,,1938年,
吉水 法子,よしみず のりこ,,,,,,,1941年,
